Image,GtMask,Flow,FlowRGB,Sequence,Sequence_Index,Dino
DAVIS/JPEGImages/480p/bear/00053.jpg,DAVIS/Annotations/480p/bear/00053.png,DAVIS/OpticalFlow020321/480p/bear/00053.flo,DAVIS/OpticalFlow020321/480p/bear/00053.flo.png,bear,53,DAVIS/DINO/dino_vits8//480p/bear/00053.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00054.jpg,DAVIS/Annotations/480p/bear/00054.png,DAVIS/OpticalFlow020321/480p/bear/00054.flo,DAVIS/OpticalFlow020321/480p/bear/00054.flo.png,bear,54,DAVIS/DINO/dino_vits8//480p/bear/00054.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00055.jpg,DAVIS/Annotations/480p/bear/00055.png,DAVIS/OpticalFlow020321/480p/bear/00055.flo,DAVIS/OpticalFlow020321/480p/bear/00055.flo.png,bear,55,DAVIS/DINO/dino_vits8//480p/bear/00055.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00056.jpg,DAVIS/Annotations/480p/bear/00056.png,DAVIS/OpticalFlow020321/480p/bear/00056.flo,DAVIS/OpticalFlow020321/480p/bear/00056.flo.png,bear,56,DAVIS/DINO/dino_vits8//480p/bear/00056.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00057.jpg,DAVIS/Annotations/480p/bear/00057.png,DAVIS/OpticalFlow020321/480p/bear/00057.flo,DAVIS/OpticalFlow020321/480p/bear/00057.flo.png,bear,57,DAVIS/DINO/dino_vits8//480p/bear/00057.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00058.jpg,DAVIS/Annotations/480p/bear/00058.png,DAVIS/OpticalFlow020321/480p/bear/00058.flo,DAVIS/OpticalFlow020321/480p/bear/00058.flo.png,bear,58,DAVIS/DINO/dino_vits8//480p/bear/00058.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00059.jpg,DAVIS/Annotations/480p/bear/00059.png,DAVIS/OpticalFlow020321/480p/bear/00059.flo,DAVIS/OpticalFlow020321/480p/bear/00059.flo.png,bear,59,DAVIS/DINO/dino_vits8//480p/bear/00059.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00060.jpg,DAVIS/Annotations/480p/bear/00060.png,DAVIS/OpticalFlow020321/480p/bear/00060.flo,DAVIS/OpticalFlow020321/480p/bear/00060.flo.png,bear,60,DAVIS/DINO/dino_vits8//480p/bear/00060.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00061.jpg,DAVIS/Annotations/480p/bear/00061.png,DAVIS/OpticalFlow020321/480p/bear/00061.flo,DAVIS/OpticalFlow020321/480p/bear/00061.flo.png,bear,61,DAVIS/DINO/dino_vits8//480p/bear/00061.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00062.jpg,DAVIS/Annotations/480p/bear/00062.png,DAVIS/OpticalFlow020321/480p/bear/00062.flo,DAVIS/OpticalFlow020321/480p/bear/00062.flo.png,bear,62,DAVIS/DINO/dino_vits8//480p/bear/00062.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00063.jpg,DAVIS/Annotations/480p/bear/00063.png,DAVIS/OpticalFlow020321/480p/bear/00063.flo,DAVIS/OpticalFlow020321/480p/bear/00063.flo.png,bear,63,DAVIS/DINO/dino_vits8//480p/bear/00063.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00064.jpg,DAVIS/Annotations/480p/bear/00064.png,DAVIS/OpticalFlow020321/480p/bear/00064.flo,DAVIS/OpticalFlow020321/480p/bear/00064.flo.png,bear,64,DAVIS/DINO/dino_vits8//480p/bear/00064.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00065.jpg,DAVIS/Annotations/480p/bear/00065.png,DAVIS/OpticalFlow020321/480p/bear/00065.flo,DAVIS/OpticalFlow020321/480p/bear/00065.flo.png,bear,65,DAVIS/DINO/dino_vits8//480p/bear/00065.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00066.jpg,DAVIS/Annotations/480p/bear/00066.png,DAVIS/OpticalFlow020321/480p/bear/00066.flo,DAVIS/OpticalFlow020321/480p/bear/00066.flo.png,bear,66,DAVIS/DINO/dino_vits8//480p/bear/00066.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00067.jpg,DAVIS/Annotations/480p/bear/00067.png,DAVIS/OpticalFlow020321/480p/bear/00067.flo,DAVIS/OpticalFlow020321/480p/bear/00067.flo.png,bear,67,DAVIS/DINO/dino_vits8//480p/bear/00067.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00068.jpg,DAVIS/Annotations/480p/bear/00068.png,DAVIS/OpticalFlow020321/480p/bear/00068.flo,DAVIS/OpticalFlow020321/480p/bear/00068.flo.png,bear,68,DAVIS/DINO/dino_vits8//480p/bear/00068.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00069.jpg,DAVIS/Annotations/480p/bear/00069.png,DAVIS/OpticalFlow020321/480p/bear/00069.flo,DAVIS/OpticalFlow020321/480p/bear/00069.flo.png,bear,69,DAVIS/DINO/dino_vits8//480p/bear/00069.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00070.jpg,DAVIS/Annotations/480p/bear/00070.png,DAVIS/OpticalFlow020321/480p/bear/00070.flo,DAVIS/OpticalFlow020321/480p/bear/00070.flo.png,bear,70,DAVIS/DINO/dino_vits8//480p/bear/00070.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00071.jpg,DAVIS/Annotations/480p/bear/00071.png,DAVIS/OpticalFlow020321/480p/bear/00071.flo,DAVIS/OpticalFlow020321/480p/bear/00071.flo.png,bear,71,DAVIS/DINO/dino_vits8//480p/bear/00071.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00072.jpg,DAVIS/Annotations/480p/bear/00072.png,DAVIS/OpticalFlow020321/480p/bear/00072.flo,DAVIS/OpticalFlow020321/480p/bear/00072.flo.png,bear,72,DAVIS/DINO/dino_vits8//480p/bear/00072.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00073.jpg,DAVIS/Annotations/480p/bear/00073.png,DAVIS/OpticalFlow020321/480p/bear/00073.flo,DAVIS/OpticalFlow020321/480p/bear/00073.flo.png,bear,73,DAVIS/DINO/dino_vits8//480p/bear/00073.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00074.jpg,DAVIS/Annotations/480p/bear/00074.png,DAVIS/OpticalFlow020321/480p/bear/00074.flo,DAVIS/OpticalFlow020321/480p/bear/00074.flo.png,bear,74,DAVIS/DINO/dino_vits8//480p/bear/00074.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00075.jpg,DAVIS/Annotations/480p/bear/00075.png,DAVIS/OpticalFlow020321/480p/bear/00075.flo,DAVIS/OpticalFlow020321/480p/bear/00075.flo.png,bear,75,DAVIS/DINO/dino_vits8//480p/bear/00075.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00076.jpg,DAVIS/Annotations/480p/bear/00076.png,DAVIS/OpticalFlow020321/480p/bear/00076.flo,DAVIS/OpticalFlow020321/480p/bear/00076.flo.png,bear,76,DAVIS/DINO/dino_vits8//480p/bear/00076.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00077.jpg,DAVIS/Annotations/480p/bear/00077.png,DAVIS/OpticalFlow020321/480p/bear/00077.flo,DAVIS/OpticalFlow020321/480p/bear/00077.flo.png,bear,77,DAVIS/DINO/dino_vits8//480p/bear/00077.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00078.jpg,DAVIS/Annotations/480p/bear/00078.png,DAVIS/OpticalFlow020321/480p/bear/00078.flo,DAVIS/OpticalFlow020321/480p/bear/00078.flo.png,bear,78,DAVIS/DINO/dino_vits8//480p/bear/00078.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00079.jpg,DAVIS/Annotations/480p/bear/00079.png,DAVIS/OpticalFlow020321/480p/bear/00079.flo,DAVIS/OpticalFlow020321/480p/bear/00079.flo.png,bear,79,DAVIS/DINO/dino_vits8//480p/bear/00079.jpg_240x427.npy
DAVIS/JPEGImages/480p/bear/00080.jpg,DAVIS/Annotations/480p/bear/00080.png,DAVIS/OpticalFlow020321/480p/bear/00080.flo,DAVIS/OpticalFlow020321/480p/bear/00080.flo.png,bear,80,DAVIS/DINO/dino_vits8//480p/bear/00080.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00000.jpg,DAVIS/Annotations/480p/bmx-bumps/00000.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00000.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00000.flo.png,bmx-bumps,0,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00000.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00001.jpg,DAVIS/Annotations/480p/bmx-bumps/00001.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00001.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00001.flo.png,bmx-bumps,1,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00001.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00002.jpg,DAVIS/Annotations/480p/bmx-bumps/00002.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00002.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00002.flo.png,bmx-bumps,2,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00002.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00003.jpg,DAVIS/Annotations/480p/bmx-bumps/00003.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00003.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00003.flo.png,bmx-bumps,3,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00003.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00004.jpg,DAVIS/Annotations/480p/bmx-bumps/00004.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00004.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00004.flo.png,bmx-bumps,4,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00004.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00005.jpg,DAVIS/Annotations/480p/bmx-bumps/00005.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00005.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00005.flo.png,bmx-bumps,5,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00005.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00006.jpg,DAVIS/Annotations/480p/bmx-bumps/00006.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00006.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00006.flo.png,bmx-bumps,6,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00006.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00007.jpg,DAVIS/Annotations/480p/bmx-bumps/00007.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00007.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00007.flo.png,bmx-bumps,7,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00007.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00008.jpg,DAVIS/Annotations/480p/bmx-bumps/00008.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00008.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00008.flo.png,bmx-bumps,8,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00008.jpg_240x427.npy
DAVIS/JPEGImages/480p/bmx-bumps/00009.jpg,DAVIS/Annotations/480p/bmx-bumps/00009.png,DAVIS/OpticalFlow020321/480p/bmx-bumps/00009.flo,DAVIS/OpticalFlow020321/480p/bmx-bumps/00009.flo.png,bmx-bumps,9,DAVIS/DINO/dino_vits8//480p/bmx-bumps/00009.jpg_240x427.npy
